Crowd Accuracy,CNN Model Confidence,RF Accuracy,RF Confidence,Majority Vote Accuracy,crowd_id,Crowd Confidence
0.7353466666666666,0.8748333333333332,0.8533333333333334,0.679756507936508,0.8633333333333333,69,0.7315574288368225
0.7355533333333334,0.8223400000000001,0.9066666666666666,0.7104517460317461,0.8533333333333334,70,0.7256262898445129
0.718,0.8133599999999999,0.8666666666666667,0.702020634920635,0.84,71,0.736620306968689
0.72912,0.8602666666666666,0.92,0.7686139682539683,0.8633333333333333,72,0.7451161742210388
0.7217866666666667,0.7715066666666667,0.92,0.7429157671957672,0.83,73,0.7178613543510437
0.7255599999999999,0.8246199999999999,0.8533333333333334,0.7267614285714284,0.8666666666666667,74,0.7312971949577332
0.718,0.8147733333333332,0.8266666666666667,0.6738490476190477,0.8633333333333333,75,0.7257747650146484
0.7413466666666667,0.81432,0.8,0.6645086772486773,0.8566666666666667,76,0.7494381666183472
0.6986799999999999,0.8407933333333334,0.8666666666666667,0.7194266666666668,0.8533333333333334,77,0.7038882374763489
0.69934,0.83488,0.8133333333333334,0.687564761904762,0.83,78,0.7291520833969116
0.7224466666666667,0.7790933333333333,0.8,0.6487955555555556,0.8333333333333334,79,0.726520836353302
0.7146733333333335,0.8479133333333332,0.8133333333333334,0.6894289947089947,0.8533333333333334,80,0.7414764761924744
0.7235600000000001,0.8502200000000001,0.8933333333333333,0.7472120105820106,0.8266666666666667,81,0.7263980507850647
0.7333266666666667,0.8629466666666666,0.88,0.7085907936507937,0.8566666666666667,82,0.7359051704406738
0.7339866666666667,0.7739466666666667,0.8266666666666667,0.7214533333333334,0.8433333333333334,83,0.7373207211494446
0.7091133333333333,0.8521533333333333,0.8533333333333334,0.685852380952381,0.8566666666666667,84,0.7385566234588623
0.6962133333333331,0.8143933333333333,0.8933333333333333,0.6945292063492062,0.8333333333333334,85,0.7212682366371155
0.7233466666666666,0.8223,0.92,0.7196015873015872,0.8333333333333334,86,0.7317520976066589
0.71844,0.7707,0.8666666666666667,0.7158639682539683,0.8366666666666667,87,0.7321211099624634
0.7246600000000001,0.8564533333333333,0.8933333333333333,0.7470506878306878,0.82,88,0.7441443800926208
0.7346800000000001,0.7882933333333334,0.88,0.703616984126984,0.85,89,0.7458668351173401
0.7346666666666667,0.8375733333333334,0.88,0.7064860317460319,0.85,90,0.7501264214515686
0.738,0.8576466666666664,0.8933333333333333,0.7263356854256855,0.8733333333333333,91,0.7494411468505859
0.7284333333333333,0.80704,0.84,0.7413809523809524,0.86,92,0.7260723114013672
0.7397733333333336,0.8568066666666667,0.8666666666666667,0.7026265079365078,0.8633333333333333,93,0.7290146350860596
0.7364400000000001,0.83004,0.8933333333333333,0.7389766666666667,0.87,94,0.7378929853439331
0.7335533333333333,0.8248533333333334,0.8133333333333334,0.6998366137566137,0.8666666666666667,95,0.7429386973381042
0.7628933333333333,0.8447666666666668,0.88,0.7354414285714286,0.8666666666666667,96,0.7357600331306458
0.7306733333333333,0.7964533333333335,0.92,0.7213971428571428,0.8566666666666667,97,0.7318971753120422
0.7173333333333333,0.8431999999999998,0.8666666666666667,0.7050133333333334,0.86,98,0.7407510280609131
0.7388933333333332,0.8153933333333333,0.88,0.6980106637806638,0.8533333333333334,99,0.730510413646698
